 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2010;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
27223429;Kronos Canada, inc.;11001;2010;2;365;17453119000;54023096.77;28;1287343000;1287343000;Surface;13783;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
27223429;Kronos Canada, inc.;11001;2010;3;365;17453119000;54023096.77;31;1441996000;1441996000;Surface;13784;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
27223429;Kronos Canada, inc.;11001;2010;4;365;17453119000;54023096.77;30;1417985000;1417985000;Surface;13785;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
27223429;Kronos Canada, inc.;11001;2010;5;365;17453119000;54023096.77;31;1465602000;1465602000;Surface;13786;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
27223429;Kronos Canada, inc.;11001;2010;6;365;17453119000;54023096.77;30;1491506000;1491506000;Surface;13787;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
27223429;Kronos Canada, inc.;11001;2010;7;365;17453119000;54023096.77;31;1637558000;1637558000;Surface;13788;12883;Kronos Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.7125;-73.425;NULL
29367208;Nouryon Pate et performance Canada inc.;11011;2010;1;365;15013198000;48441903.23;31;1392583000;1392583000;Surface;13794;12897;Eka Chimie Canada inc.;325189;Fab. tous les autres prod. chim. inorg. de base;32518 ;45.27293335;-72.11363466;NULL
13424445;La municipalite du village d'Ayer's Cliff;11002;2010;1;365;311700000;1200322.58;31;23780000;23780000;Surface;13795;12937;Station de purification Ayer`s Cliff;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.17909;-72.05446;NULL
13424445;La municipalite du village d'Ayer's Cliff;11002;2010;2;365;311700000;1200322.58;28;19210000;19210000;Surface;13796;12937;Station de purification Ayer`s Cliff;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.17909;-72.05446;NULL
13424445;La municipalite du village d'Ayer's Cliff;11002;2010;3;365;311700000;1200322.58;31;18920000;18920000;Surface;13797;12937;Station de purification Ayer`s Cliff;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.17909;-72.05446;NULL
